template_code	retro_template	template_hash	classification	library_occurence	conditions
3186	[O;H0;D1;+0:3]=[C;H0;D3;+0:2]1-[CH2;D2;+0:1]-[O;H0;D2;+0:7]-[c;H0;D3;+0:6]:[c;H0;D3;+0:5]-[NH;D2;+0:4]-1>>Br-[CH2;D2;+0:1]-[C;H0;D3;+0:2](-Br)=[O;H0;D1;+0:3].[NH2;D1;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[OH;D1;+0:7]	9bb42ac1731e2f51c7c970a2333643a97fd4d39f8e3569a058e360a05596998d	0.0 Unrecognized	46	1
3187	[O;H0;D1;+0:5]=[C;H0;D3;+0:4]1-[N;H0;D3;+0:6]-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:3]-1-[O;H0;D2;+0:7]>>Br-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:3](-Br)-[C;H0;D3;+0:4](-Cl)=[O;H0;D1;+0:5].[NH2;D1;+0:6].[OH;D1;+0:7]	9bbcf45b38ad9885ba4578ea233fa214377d0ccf836c160cbfea12172768bf85	0.0 Unrecognized	3	1
3188	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH;D3;+0:3]-[N;H0;D3;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[NH;D2;+0:7]-1>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]-[N;H0;D3;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[N+;H0;D3:7](=O)-[O-]	9bc2b3f56a95de0e75005b170f3f18e38f5f7f6e4f4b5569ef62a05176fd93d1	0.0 Unrecognized	23	1
3189	[NH2;D1;+0:4]-[c;H0;D3;+0:3]1:[cH;D2;+0:2]:[c;H0;D3;+0:1]:[nH;D2;+0:6]:[n;H0;D2;+0:5]:1>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2]-[C;H0;D2;+0:3]#[N;H0;D1;+0:4].[NH2;D1;+0:5]-[NH2;D1;+0:6]	9bd047dbc93696cc9ed2e3f83ee2dcd7f774962e70b408dc80e447043cb00bf8	0.0 Unrecognized	16	1
3190	[c;H0;D3;+0:4]1:[n;H0;D2;+0:3]:[n;H0;D2;+0:2]:[cH;D2;+0:1]:[n;H0;D3;+0:5]:1>>C-O-[CH;D3;+0:1](-O-C)-O-C.[NH2;D1;+0:2]-[NH;D2;+0:3]-[c;H0;D3;+0:4]:[n;H0;D2;+0:5]	9bdbc74f73e5905a1f81e3048626da5453c53c84515fc5911443fd0639b08399	0.0 Unrecognized	60	1
3191	[CH2;D2;+0:1]1-[O;H0;D2;+0:8]-[NH;D2;+0:7]-[C;H0;D4;+0:6]2-[CH2;D2;+0:5]-[N;H0;D3;+0:4]-[CH2;D2;+0:3]-[CH;D3;+0:2]-1-2>>[CH2;D1;+0:1]=[CH;D2;+0:2]-[CH2;D2;+0:3]-[N;H0;D3;+0:4]-[CH2;D2;+0:5]-[C;H0;D3;+0:6]=[N;H0;D2;+0:7]-[OH;D1;+0:8]	9bdd1af5822eefd0fdc93e8463d188048b325caa416392b6dabf6de4bf1b4e00	0.0 Unrecognized	10	1
3192	[O;H0;D1;+0:1]=[C;H0;D3;+0:2]1-[NH;D2;+0:8]-[c;H0;D3;+0:7]:[c;H0;D3;+0:6]-[S;H0;D2;+0:5]-[c;H0;D3;+0:4]:[c;H0;D3;+0:3]-1>>C-C(-O)=[O;H0;D1;+0:1].N#[C;H0;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[S;H0;D2;+0:5]-[c;H0;D3;+0:6]:[c;H0;D3;+0:7]-[NH2;D1;+0:8]	9bdf28bc706ba16ada5002db79eb27b74a966d3f09393cf9f1e0c8402c33d346	0.0 Unrecognized	5	1
3193	[c;H0;D3;+0:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:3]:[c;H0;D3;+0:4](-[c;H0;D3;+0:5]):[n;H0;D2;+0:6]:[o;H0;D2;+0:7]:1>>Cl-[C;H0;D3;+0:1](=O)-[c;H0;D3;+0:2].[NH2;D1;+0:3]/[C;H0;D3;+0:4](-[c;H0;D3;+0:5])=[N;H0;D2;+0:6]\[OH;D1;+0:7]	9bfc94f5a32dde22da8a18a7fabf7f73edb6928bff479b78c7c1c385868f6de7	0.0 Unrecognized	16	1
3194	[CH2;D2;+0:1]1-[O;H0;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[O;H0;D2;+0:5]-1>>Br-[CH2;D2;+0:1]-Br.[OH;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[OH;D1;+0:5]	9bfd601e9700270162dac8c68eff1939fd514e6fe40c2f7d3f33d6fb2c7a7ec7	0.0 Unrecognized	82	1
3195	[O;H0;D1;+0:4]=[c;H0;D3;+0:3]1:[c;H0;D3;+0:5]:[c;H0;D3;+0:6]:[o;H0;D2;+0:7]:[c;H0;D3;+0:1]:[c;H0;D3;+0:2]:1>>F-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[OH;D1;+0:7]	9c129f299dc7dea79a34a0c453612fc9d6d6088d9049a4c481da62e57b886469	0.0 Unrecognized	18	1
3196	[c;H0;D3;+0:2]1:[c;H0;D3;+0:1]:[n;H0;D3;+0:5]:[n;H0;D2;+0:4]:[c;H0;D3;+0:3]:1>>Br-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[C;H0;D3;+0:3]=[N;H0;D2;+0:4]-[NH;D2;+0:5]	9c18ed74bfc2630fcf0e94ecbdd2b3edbb782368cf2bed31d6b9968ea7c61927	0.0 Unrecognized	22	1
3197	[C;H0;D3;+0:1]1=[C;H0;D3;+0:6]-[CH2;D2;+0:5]-[S;H0;D2;+0:4]-[C@H;D3;+0:3]-[N;H0;D3;+0:2]-1>>C-C-C-C-P(-C-C-C-C)(-C-C-C-C)=[C;H0;D3;+0:1]-[N;H0;D3;+0:2]-[C@H;D3;+0:3]-[S;H0;D2;+0:4]-[CH2;D2;+0:5]-[C;H0;D3;+0:6]=O	9c1e1bb80c83ac77a5d2c8cc45e22e78519a95fe24300c2151ebbf02193c8e4a	0.0 Unrecognized	3	1
3198	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[c;H0;D3;+0:3]:[n;H0;D3;+0:4]-[CH2;D2;+0:5]-[C;H0;D4;+0:6]2-[NH;D2;+0:10]-[CH2;D2;+0:9]-[CH2;D2;+0:8]-[N;H0;D3;+0:7]-1-2>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[n;H0;D3;+0:4]-[CH2;D2;+0:5]-[C;H0;D3;+0:6]=O.[NH2;D1;+0:7]-[CH2;D2;+0:8]-[CH2;D2;+0:9]-[NH2;D1;+0:10]	9c2e15efb11a8e003d7e70b1e24b5bc66e70b16f698c187ea33b11e15ed4e63e	0.0 Unrecognized	24	1
3199	[O;H0;D1;+0:4]=[c;H0;D3;+0:3]1:[c;H0;D3;+0:5]:[c;H0;D3;+0:6]:[nH;D2;+0:7]:[cH;D2;+0:1]:[cH;D2;+0:2]:1>>C-C-O-[CH;D2;+0:1]=O.[CH3;D1;+0:2]-[C;H0;D3;+0:3](=[O;H0;D1;+0:4])-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[NH2;D1;+0:7]	9c2f31916c90e8d37444f41911df6820cb5cfd0dd68b16079571ad2c2831e55d	0.0 Unrecognized	54	1
3200	[OH;D1;+0:2]-[c;H0;D3;+0:1]1:[c;H0;D3;+0:7]:[c;H0;D3;+0:6]:[n;H0;D2;+0:5]:[cH;D2;+0:4]:[c;H0;D3;+0:3]:1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[C;H0;D3;+0:3]=[CH;D2;+0:4]-[NH;D2;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]	9c301e6eaa1dc5be64ab0ff9da14fd70d6c4c795d8af9be6d46fcf8b148b2043	0.0 Unrecognized	140	1
3201	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[c;H0;D3;+0:7]:[c;H0;D3;+0:6]:[o;H0;D2;+0:5]:[c;H0;D3;+0:4]:[c;H0;D3;+0:3]:1>>C-C-N(-C-C)-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[O;H0;D2;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]	9c302cea36f698a16e6a08bd87ac0c033c83974abe0f8a178581b7729a5ca160	0.0 Unrecognized	25	1
3202	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH2;D2;+0:3]-[C;H0;D3;+0:4]=[N;H0;D2;+0:5]-[NH;D2;+0:6]-1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[NH2;D1;+0:6]	9c3184511c5025e67059d12e131ceea09e6ff414391b3f6764e9bb38d399ea16	0.0 Unrecognized	19	1
3203	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[c;H0;D3;+0:6]:[c;H0;D3;+0:7]-1:[nH;D2;+0:8]>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]:[nH;D2;+0:8]	9c3fbbae72779866a99a28ce4d417f5fe4477f5b19ac38bca650c5b7653edfb6	0.0 Unrecognized	11	1
3204	[OH;D1;+0:2]-[C;H0;D3;+0:1]1=[C;H0;D3;+0:7]-[C;H0;D3;+0:6]-[N;H0;D3;+0:5]-[C@H;D3;+0:4]-[C@H;D3;+0:3]-1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[C@H;D3;+0:3]-[C@H;D3;+0:4]-[N;H0;D3;+0:5]-[C;H0;D3;+0:6]-[CH2;D2;+0:7]	9c4245fbe9dba4c9df1cc272d505adc3927e44eb5720484f0f62bd0d8f285c0e	0.0 Unrecognized	53	1
3205	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[NH;D2;+0:8]-[c;H0;D3;+0:7]:[c;H0;D3;+0:6]-[NH;D2;+0:5]-[c;H0;D3;+0:4]:[c;H0;D3;+0:3]-1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH;D2;+0:5]-[c;H0;D3;+0:6]:[c;H0;D3;+0:7]-[NH2;D1;+0:8]	9c5168b4c3ebc4ae724ab152d39f31efc55f304de181c34707e61deb92d1fb43	0.0 Unrecognized	11	1
3206	[O;H0;D1;+0:8]=[c;H0;D3;+0:6]1:[c;H0;D3;+0:7]:[c;H0;D3;+0:1](-[OH;D1;+0:2]):[c;H0;D3;+0:3]:[n;H0;D3;+0:4]:[n;H0;D3;+0:5]:1>>C=C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[n;H0;D3;+0:4]-[NH;D2;+0:5].O-[C;H0;D3;+0:6](-[CH2;D2;+0:7])=[O;H0;D1;+0:8]	9c565c3994afd599fd9f3fffda53a1822bd993440430b048965f2a941c657b19	0.0 Unrecognized	30	1
3207	[c;H0;D3;+0:3]1:[c;H0;D3;+0:4]:[n;H0;D3;+0:5]:[c;H0;D3;+0:1]:[n;H0;D2;+0:2]:1>>F-C(-F)(-F)-C(=O)-O-[C;H0;D3;+0:1]=O.[NH2;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH;D2;+0:5]	9c77692e1bbe15c349ac4789ef153571755bd5d08eabf696becc42d471d3f9e3	0.0 Unrecognized	9	1
3208	[N;H0;D2;+0:5]=[C;H0;D3;+0:4]1-[N;H0;D3;+0:3]-[CH;D3;+0:2]-[CH2;D2;+0:1]-[S;H0;D2;+0:6]-1>>O-[CH2;D2;+0:1]-[CH;D3;+0:2]-[N;H0;D3;+0:3]-[C;H0;D3;+0:4](-[NH;D2;+0:5])=[S;H0;D1;+0:6]	9c801e92862c568a040ff650daa297d62fdaae78f76b79c1cad1a9fcdea0b05a	0.0 Unrecognized	3	1
3209	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[C;H0;D4;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[N;H0;D3;+0:6]-1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[C;H0;D4;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[NH;D2;+0:6]	9c8508fcb0f3ca99dcdee1a1bdf36149a5917fc0002bfa3b2e3837bdc5f5314b	0.0 Unrecognized	18	1
3210	[NH2;D1;+0:8]-[c;H0;D3;+0:7]1:[cH;D2;+0:6]:[c;H0;D3;+0:1](-[c;H0;D3;+0:2]):[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[n;H0;D2;+0:5]:1>>O=[C;H0;D3;+0:1](-[c;H0;D3;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH2;D1;+0:5].[CH3;D1;+0:6]-[C;H0;D2;+0:7]#[N;H0;D1;+0:8]	9c86223343abdda192a039c413f5a4ade17c9c2a4d4fbf0b4821cd6181e87d28	0.0 Unrecognized	6	1
3211	[c;H0;D3;+0:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[n;H0;D3;+0:6]:1>>O=[CH;D2;+0:1]-[c;H0;D3;+0:2].O=[N;H0;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[NH;D2;+0:6]	9c8cb41a4bac47e53843d4f003781400fb0567c027dc56fb21ca77e1c48bfe76	0.0 Unrecognized	3	1
3212	[C;H0;D4;+0:1]1-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[C;H0;D4;+0:4]-[c;H0;D3;+0:6]:[c;H0;D3;+0:5]-1>>Cl-[C;H0;D4;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[C;H0;D4;+0:4]-Cl.[cH;D2;+0:5]:[cH;D2;+0:6]	9c8e21537f295190fbd38afcd08f4ea918de431db58b43875fbcabd2e62b153e	0.0 Unrecognized	81	1
3213	[S;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[nH;D2;+0:3]:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[nH;D2;+0:6]:1>>S=[C;H0;D2;+0:1]=[S;H0;D1;+0:2].[NH2;D1;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[NH2;D1;+0:6]	9ca837c38f14dd7b0e10643f6bd77c1ddcf86d59a693a4528ed3ce865b289556	0.0 Unrecognized	18	1
3214	[C;H0;D3;+0:2]1=[C;H0;D3;+0:1]-[NH;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[CH;D3;+0:3]-1>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2].O=[CH;D2;+0:3].[NH2;D1;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	9cbdb45c22967bcaf103186af748da5868f14da69d5a874a995ed60cb73e032b	0.0 Unrecognized	392	1
3215	[CH3;D1;+0:4]-[S;H0;D2;+0:8]-[C;H0;D3;+0:6]1=[N;H0;D2;+0:7]-[CH;D3;+0:2]-[C;H0;D3;+0:3]=[C;H0;D3;+0:1]-[NH;D2;+0:5]-1>>O=[C;H0;D3;+0:1]-[C;H0;D3;+0:2]=[CH;D2;+0:3].[CH3;D1;+0:4]-[NH;D2;+0:5]-[C;H0;D3;+0:6](=[NH;D1;+0:7])-[SH;D1;+0:8]	9cbffc3ccdec6e48b646c67b35bd121d5148a7ec3637a18212e083cfd474f175	0.0 Unrecognized	7	1
3216	[cH;D2;+0:1]1:[n;H0;D2;+0:2]:[n;H0;D2;+0:3]:[n;H0;D2;+0:4]:[n;H0;D3;+0:5]:1>>C-C-O-[CH;D3;+0:1](-O-C-C)-O-C-C.[N-;H0;D1:2]=[N+;H0;D2:3]=[N-;H0;D1:4].[NH2;D1;+0:5]	9cd3b3566a0a0b2f0effa8fcc9efa0d15296efcac03afb20892ee243c3284318	0.0 Unrecognized	14	1
3217	[c;H0;D3;+0:1]1:[n;H0;D2;+0:2]:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:[n;H0;D3;+0:5]:1>>C-C-O-[C;H0;D3;+0:1]=O.[NH2;D1;+0:2]-[NH;D2;+0:3]-[c;H0;D3;+0:4]:[n;H0;D2;+0:5]	9ce05bb07ae6ae9ae3f4792b7daa343b93438be13df2afe1f117f8fb7ddeb88a	0.0 Unrecognized	14	1
3218	[C;H0;D4;+0:1]1-[NH;D2;+0:2]-[C;H0;D3;+0:3]2=[CH;D2;+0:4]-[CH;D2;+0:5]=[CH;D2;+0:6]-[CH2;D2;+0:7]-[C;H0;D3;+0:8]-2=[C;H0;D3;+0:9]2-[N;H0;D2;+0:13]=[c;H0;D3;+0:12]:[c;H0;D3;+0:11]=[C;H0;D3;+0:10]-1-2>>O=[C;H0;D3;+0:1].[NH2;D1;+0:2]-[c;H0;D3;+0:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[cH;D2;+0:7]:[c;H0;D3;+0:8]:1-[c;H0;D3;+0:9]1:[cH;D2;+0:10]:[c;H0;D3;+0:11]:[c;H0;D3;+0:12]:[nH;D2;+0:13]:1	9cef8b8ec555aa7a35fae2e90a59da277a4270e4dfa5377066ca9898f95c7c62	0.0 Unrecognized	5	1
3219	[C;H0;D3;+0:1]1=[N;H0;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[O;H0;D2;+0:5]-[c;H0;D3;+0:6]:[c;H0;D3;+0:7]-1>>O=[C;H0;D3;+0:1]-[NH;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[O;H0;D2;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]	9cf730aa9918b706ccf1f8ecc2485399a438a6c74d2d3e5c12807e6d45132f54	0.0 Unrecognized	8	1
3220	[c;H0;D3;+0:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[o;H0;D2;+0:6]:1>>Cl-[C;H0;D4;+0:1](-Cl)(-Cl)-[c;H0;D3;+0:2].[NH2;D1;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[OH;D1;+0:6]	9d015f2995bdee22e7274c3686e9773a4fb0b5c6265efab1d1bd5fe7d165f357	0.0 Unrecognized	5	1
3221	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[n;H0;D3;+0:4]:[c;H0;D3;+0:5]:[c;H0;D3;+0:6]:[nH;D2;+0:7]:1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[n;H0;D3;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[N+;H0;D3:7](=O)-[O-]	9d01b05754001afab6007e7dbfc0fd5970c25b524db02ac51e4cc586b3c6ac14	0.0 Unrecognized	3	1
3222	[c;H0;D3;+0:7]-[c;H0;D3;+0:5]1:[n;H0;D2;+0:6]:[cH;D2;+0:1]:[c;H0;D3;+0:2](-[c;H0;D3;+0:3]):[nH;D2;+0:4]:1>>Br-[CH2;D2;+0:1]-[C;H0;D3;+0:2](=O)-[c;H0;D3;+0:3].[NH2;D1;+0:4]-[C;H0;D3;+0:5](=[NH;D1;+0:6])-[c;H0;D3;+0:7]	9d0dc6a467ee5b1be0681eff2c78d1039162e6e13815e06257e588a760b0a75a	0.0 Unrecognized	7	1
3223	[O;H0;D1;+0:10]=[c;H0;D3;+0:8]1:[c;H0;D3;+0:7]:[c;H0;D3;+0:1](-[OH;D1;+0:2]):[c;H0;D3;+0:3](-[O;H0;D2;+0:4]):[c;H0;D3;+0:5](-[OH;D1;+0:6]):[n;H0;D3;+0:9]:1>>O=[C;H0;D3;+0:1](-[OH;D1;+0:2])-[CH;D3;+0:3](-[O;H0;D2;+0:4])-[C;H0;D3;+0:5](=O)-[OH;D1;+0:6].[CH2;D2;+0:7]-[C;H0;D3;+0:8](-[NH;D2;+0:9])=[O;H0;D1;+0:10]	9d30de0f28a2d160325299181e05614329002cea890f9202990314eae76363ee	0.0 Unrecognized	3	1
3224	[O;H0;D1;+0:8]=[c;H0;D3;+0:6]1:[c;H0;D3;+0:5]:[c;H0;D3;+0:4]:[nH;D2;+0:3]:[c;H0;D3;+0:1](=[O;H0;D1;+0:2]):[n;H0;D3;+0:7]:1>>Cl-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-O-C(-Cl)(-Cl)-Cl.[NH2;D1;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[C;H0;D3;+0:6](-[NH;D2;+0:7])=[O;H0;D1;+0:8]	9d3e9407949ed741e5e5df47a52151ca7c376a50d6bd779266333f25dcf31cbb	0.0 Unrecognized	13	1
3225	[c;H0;D3;+0:1]1:[c;H0;D3;+0:2]:[c;H0;D3;+0:3]:[n;H0;D2;+0:4]:[o;H0;D2;+0:5]:1>>F-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[C;H0;D3;+0:3]=[N;H0;D2;+0:4]-[OH;D1;+0:5]	9d448acfca7664fb8cd1238a6ab3f6fcb91f74ed891af5a86b4e8672f7397791	0.0 Unrecognized	70	1
3226	[S;H0;D2;+0:3]-[C@@H;D3;+0:2]1-[CH2;D2;+0:1]-[O;H0;D2;+0:7]-[C@H;D3;+0:6]-[O;H0;D2;+0:5]-[CH2;D2;+0:4]-1>>O-[CH2;D2;+0:1]-[CH;D3;+0:2](-[S;H0;D2;+0:3])-[CH2;D2;+0:4]-[OH;D1;+0:5].[CH;D2;+0:6]=[O;H0;D1;+0:7]	9d47acf1ce73c04b61454025af6cabfd65b9f44c6f8e9b49719deac760327c37	0.0 Unrecognized	50	1
3227	[c;H0;D3;+0:6]-[c;H0;D3;+0:4]1:[n;H0;D2;+0:3]:[cH;D2;+0:2]:[cH;D2;+0:1]:[o;H0;D2;+0:5]:1>>O=[CH;D2;+0:1]-[CH2;D2;+0:2]-[NH;D2;+0:3]-[C;H0;D3;+0:4](=[O;H0;D1;+0:5])-[c;H0;D3;+0:6]	9d8b913ed8ca6557121b8e054b9a296928d249b73c75aca9b5a8976326c9a3c4	0.0 Unrecognized	9	1
3228	[NH;D1;+0:3]=[c;H0;D3;+0:4]1:[n;H0;D3;+0:6]:[cH;D2;+0:1]:[c;H0;D3;+0:2]:[s;H0;D2;+0:5]:1>>O=[CH;D2;+0:1]-[CH2;D2;+0:2].[N;H0;D1;+0:3]#[C;H0;D2;+0:4]-[SH;D1;+0:5].[NH2;D1;+0:6]	9d8e5e47ff7c19832fa772bb038cd49643641112d2e31352b6278073a78e4062	0.0 Unrecognized	89	1
3229	[n;H0;D2;+0:7]:[c;H0;D3;+0:6]-[c;H0;D3;+0:5]1:[n;H0;D2;+0:4]:[n;H0;D2;+0:3]:[n;H0;D2;+0:2]:[nH;D2;+0:1]:1>>C-[Si](-C)(-C)-[N;H0;D2;+0:1]=[N+;H0;D2:2]=[N-;H0;D1:3].[N;H0;D1;+0:4]#[C;H0;D2;+0:5]-[c;H0;D3;+0:6]:[n;H0;D2;+0:7]	9d9c0a6a6f042d0ee435ef9137075d91a37982eca419d4a48b30a2569b20e782	0.0 Unrecognized	14	1
3230	[S;H0;D4;+0:6]-[c;H0;D3;+0:5]1:[n;H0;D2;+0:4]:[n;H0;D2;+0:1]:[n;H0;D2;+0:2]:[n;H0;D3;+0:3]:1>>[N-;H0;D1:1]=[N+;H0;D2:2]=[N;H0;D2;+0:3].[N;H0;D1;+0:4]#[C;H0;D2;+0:5]-[S;H0;D4;+0:6]	9da23a883cd44dd949dda47fdb69469d3f4992f289baea20b4950d02126c06dd	0.0 Unrecognized	12	1
3231	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]-[n;H0;D3;+0:4]1:[c;H0;D3;+0:5]:[c;H0;D3;+0:6]:[c;H0;D3;+0:7](-[O;H0;D2;+0:8]-[C;H0;D3;+0:9]=[O;H0;D1;+0:10]):[cH;D2;+0:3]:1>>C-C(=O)-O-[C;H0;D3;+0:1]=[O;H0;D1;+0:2].O-C(=O)-[CH2;D2;+0:3]-[NH;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[C;H0;D3;+0:7](=O)-[OH;D1;+0:8].O-[C;H0;D3;+0:9]=[O;H0;D1;+0:10]	9da6d288c8d298208070d5d7d1e8b0f7ed23ee24d4c821c8b069388e638816aa	0.0 Unrecognized	6	1
3232	[c;H0;D3;+0:8]-[c;H0;D3;+0:6]1:[n;H0;D2;+0:5]:[n;H0;D2;+0:4]:[c;H0;D3;+0:1](-[c;H0;D3;+0:2]:[n;H0;D2;+0:3]):[o;H0;D2;+0:7]:1>>O-[C;H0;D3;+0:1](=O)-[c;H0;D3;+0:2]:[n;H0;D2;+0:3].[NH2;D1;+0:4]-[NH;D2;+0:5]-[C;H0;D3;+0:6](=[O;H0;D1;+0:7])-[c;H0;D3;+0:8]	9db23403d95056024516b6b5884d65af2db49a478ee1808656543be8650298d4	0.0 Unrecognized	13	1
3233	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[cH;D2;+0:3]:[c;H0;D3;+0:4]:[n;H0;D2;+0:7]:[c;H0;D3;+0:6](-[c;H0;D3;+0:8]):[nH;D2;+0:5]:1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[C;H0;D3;+0:6](=[NH;D1;+0:7])-[c;H0;D3;+0:8]	9dc4ad07ac1d86bca22aaee9b4d284aa5ee8d17deba553f20e54b63160efdbff	0.0 Unrecognized	12	1
3234	[C;H0;D3;+0:2]1-[CH;D3;+0:1]-[c;H0;D3;+0:5]:[c;H0;D3;+0:4]-[O;H0;D2;+0:3]-1>>O-[CH;D3;+0:1]-[C;H0;D3;+0:2]-[OH;D1;+0:3].O-[c;H0;D3;+0:4]:[cH;D2;+0:5]	9dd55ee26f13b379c6ee2ab07019c848dae898eb0fede5057209daad57634f29	0.0 Unrecognized	31	1
3235	[NH;D2;+0:6]-[C;H0;D3;+0:5]1=[N;H0;D2;+0:4]-[C;H0;D4;+0:3]-[CH;D3;+0:2]-[CH2;D2;+0:1]-[S;H0;D2;+0:7]-1>>O-[CH2;D2;+0:1]-[CH;D3;+0:2]-[C;H0;D4;+0:3]-[NH;D2;+0:4]-[C;H0;D3;+0:5](-[NH;D2;+0:6])=[S;H0;D1;+0:7]	9ddd6f38ac8c8bd96edc416c9e4500ada9a881e23c1231dbf6842c1bc7383df2	0.0 Unrecognized	33	1
3236	[c;H0;D3;+0:6]-[n;H0;D3;+0:5]1:[cH;D2;+0:4]:[c;H0;D3;+0:3]:[c;H0;D3;+0:2]:[n;H0;D2;+0:1]:1>>O=[N+;H0;D3:1](-[O-])-[c;H0;D3;+0:2]:[c;H0;D3;+0:3]-[CH;D2;+0:4]=[N;H0;D2;+0:5]-[c;H0;D3;+0:6]	9de2600f8d198cc81d298af773949f296695b2cf39b7a0c5057b6d8a0c71ab74	0.0 Unrecognized	4	1
